	pmid	keywords	pub_types
3764	32376573	['Aged', '*Betacoronavirus', 'Coronavirus Infections/diagnostic imaging', 'Humans', 'Pandemics', 'Pneumonia, Viral/diagnostic imaging', 'Retrospective Studies', 'Tomography, Spiral Computed'], ['COVID-19', 'clinical classification', 'computed tomography', 'volume scanning']	['Journal Article']
3765	32376571	['Antibodies, Viral', '*Betacoronavirus', 'Coronavirus Infections/*diagnosis', 'Enzyme-Linked Immunosorbent Assay', 'Hot Temperature', 'Humans', 'Immunoglobulin G', 'Immunoglobulin M', 'Pandemics', 'Pneumonia, Viral/*diagnosis', 'Retrospective Studies'], ['SARS-CoV-2', 'antibodies', 'heat inactivation', 'plasma', 'serum']	['Journal Article']
3766	32438527	 , ['COVID-19', 'SARS-CoV-2', 'anesthesia', 'pediatrics']	['Journal Article']
3767	32438521	 , ['COVID-19', 'China', 'Clinical outcomes', 'Coronavirus', 'Pregnancy']	['Journal Article']
3768	32438520	 , ['Australia', 'COVID-19', 'humidity', 'meteorological factors', 'rainfall', 'temperature', 'time-series analysis']	['Journal Article']
3769	32438510	 , ['COVID-19', 'efficiency', 'health services research', 'modelling']	['Editorial']
3770	32438473	 , ['COVID-19', 'SARS-CoV-2', 'cytokine', 'innate immunity', 'lung']	['Journal Article', 'Review']
3771	32438454	 , ['NSAIDs', 'SARS-CoV-2', 'corticosteroids', 'inflammation', 'mAbs', 'opioids', 'osteoarthritis', 'paracetamol']	['Journal Article', 'Review']
3772	32438331	 , ['ACE2', 'Hypertension', 'Inflammation', 'Liver dysfunction', 'SARS-Coronavirus-2']	['Journal Article']
3773	32438330	 , ['ACE2', 'COVID-19', 'Convalescent plasma', 'Diabetes', 'Liver diseases', 'Neutralizing Antibodies', 'SARS-CoV-2']	['Journal Article']
3774	32438328	 , ['COVID-19', 'Obesity', 'Predictor', 'Prognosis']	['Journal Article']
3775	32438256	 , ['Chest radiography', 'Computed tomography', 'Coronavirus disease 2019', 'Coronavirus pneumonia', 'Diagnosis', 'Polymerase chain reaction']	['Journal Article', 'Review']
3776	32438034	 , ['IC50', 'SARS-CoV-2', 'lopinavir']	['Letter']
3777	32438005	 , ['COVID-19', 'Neurosurgery', 'Pandemic', 'Response', 'SARS-Cov-2']	['Journal Article']
3778	32437982	 , ['Covid-19', 'adenoma', 'brain mets', 'brain tumor', 'coronavirus', 'glioblastoma', 'meningioma']	['Journal Article']
3779	32437935	 , ['COVID-19', 'Cardiac injury', 'Coronavirus disease', 'Severe acute respiratory syndrome coronavirus 2']	['Journal Article']
3780	32437934	 , ['Anakinra', 'Biologic', 'COVID-19', 'IL-1', 'Treatment']	['Case Reports']
3781	32437931	 , ['Biomedical databases', 'Epidemics', 'Natural Language Processing']	['Journal Article']
3782	32437930	 , ['COVID-19 outbreak', 'Marche', 'Projections', 'Reproduction number', 'Serial interval']	['Journal Article']
3783	32437929	 , ['coronavirus', 'infographics', 'pandemic network', 'pandemic preparedness', 'risk assessment', 'visualisation']	['Journal Article']
3784	32437926	 , ['2019-nCoV', 'Cross-protection', 'HCoV-19', 'Human coronavirus', 'SARS-CoV', 'SARS-CoV-2', 'Vaccine']	['Journal Article']
3785	32437912	 , ['Anaesthesia', 'COVID-19', 'Coronavirus', 'Obstetrics', 'Recommendations']	['Journal Article', 'Review']
3786	32437830	 , ['COVID-19', 'Cytopathy', 'Liver enzyme abnormality', 'SARS-CoV-2 infection']	['Journal Article']
3787	32437820	 , ['Acute Respiratory Distress Syndrome (ARDS)', 'Anti-inflammatory phenotype', 'COVID-19', 'Cytokine storm', 'Hormesis', 'Low dose radiotherapy']	['Journal Article', 'Review']
3788	32437768	 , ['COVID-19', 'Hemodialysis', 'SARS-CoV2']	['Journal Article']
3789	32437706	 , ['Corona virus', 'SARS-CoV-2', 'multi-organ failure', 'secondary bacterial infection']	['Case Reports']
3790	32437696	 , ['COVID-19', 'SARS-CoV-2', 'clinical characteristics', 'mobile cabin hospital', 'outcomes']	['Journal Article']
3791	32437665	 , ['COVID-19', 'Edinburgh Postnatal Depression Scale', 'perinatal anxiety', 'perinatal depression']	['Journal Article']
3792	32437587	 , ['COVID-19', 'SARS-CoV-2', 'vaccine']	['Journal Article']
3793	32437586	 , ['COVID-19', 'coagulation', 'thrombosis']	['Editorial']
3794	32437316	 , ['2019 novel coronavirus disease', 'COVID-19', 'SARS-CoV-2', 'coronavirus', 'coronavirus disease', 'diffuse alveolar damage', 'electron microscopy', 'histopathology', 'immunohistochemistry', 'pathology', 'respiratory infections', 'severe acute respiratory syndrome coronavirus 2', 'viruses', 'zoonoses']	['Journal Article']
3795	32437250	 , ['COVID-19', 'nitric oxide']	['Journal Article']
3796	32437244	 , ['ACE2', 'SARS-CoV', 'hormones', 'pandemia', 'sex difference']	['Journal Article']
3797	32437231	 , ['Novel Coronavirus', 'mental health', 'quarantine', 'treatment', 'vaccine']	['Journal Article']
3798	32437077	 , ['COVID-19', 'Clinical characteristics', 'Epidemiology', 'SARS-CoV', 'SARS-CoV-2']	['Journal Article', 'Review']
3799	32437066	 , ['COVID-19', 'airway management', 'critically ill patients', 'intensive care unit', 'percutaneous tracheostomy']	['Journal Article']
3800	32437031	 , ['COVID', 'coronavirus', 'endocrine', 'guideline', 'surgery']	['Journal Article']
3801	32437024	 , ['Coronavirus', 'Epidemiology', 'Virus classification']	['Journal Article']
3802	32437018	 , ['COVID-19', 'SARS-CoV-2', 'TMPRSS2', 'biomarker', 'coronavirus']	['Journal Article']
3803	32437017	 , ['COVID-19', 'SARS-CoV-2', 'clinical characteristics', 'epidemiological', 'plateau']	['Journal Article']
3804	32437014	 , ['Coronavirus < Virus classification', 'Reovirus < Virus classification', 'SARS coronavirus < Virus classification']	['Letter']
3805	32437004	 , ['COVID-19', 'Liver injury', 'Mechanism', 'SARS-CoV-2']	['Journal Article', 'Review']
3806	32437003	 , ['Coronavirus', 'Pandemic', 'SARS Coronavirus']	['Journal Article']
3807	32437000	 , ['COVID-19', 'HIV', 'SARS-CoV-2', 'Uganda']	['Letter']
3808	32436998	 , ['Coronavirus', 'Epidemiology', 'Horizontal transmission', 'SARS coronavirus', 'Virus classification']	['Letter']
3809	32436948	 , ['COVID-19', 'SARS-CoV-2', 'coronavirus', 'subacute thyroiditis', 'thyroid', 'virus']	['Journal Article']
3810	32436867	 , ['Angiotensin-converting enzyme-2', 'RNA-dependent RNA polymerase', 'SARS-CoV-2', 'Wuhan', 'bats', 'hand hygiene', 'quarantine', 'social distancing']	['Journal Article', 'Review']
3811	32436754	 , ['COVID-19', 'coronavirus', 'cutaneous', 'dermatology department']	['Letter']
3812	32436744	 , ['COVID-19', 'Reproductive health', 'low-resource countries', 'maternity services']	['Journal Article']
3813	32436622	 , ['COVID-19', 'Metabolic associated fatty liver disease', 'non-diabetes']	['Journal Article']
3814	32436604	 , ['COVID-19', 'Goggle-mask related skin disease', 'Healthcare work', 'Impetigo', 'Self-protection']	['Letter']
3815	32436578	 , ['COVID-19', 'Idleb', 'Social distancing', 'Surveillance', 'Syria', 'infectious disease', 'population-based and preventative services', 'war']	['Journal Article']
3816	32436446	 , ['COVID19', 'Older workers', 'employee benefits', 'paid sick leave', 'unions']	['Journal Article']
3817	32436441	 , ['COVID-19', 'anosmia', 'diagnostic', 'neuroepithelium']	['Letter']
3818	32436422	" , ['COVID-19', 'gender', 'infectious diseases', 'masculinities', ""men's health""]"	['Journal Article']
3819	32436405	 , ['African American', 'GIS', 'emergency', 'general terms', 'health disparities', 'health equity', 'neighborhood', 'place', 'population groups', 'risk and crisis communication']	['Journal Article']
3820	32436403	 , ['COVID-19']	['Journal Article']
3821	32436320	 , ['COVID-19', 'antibodies', 'immunopathology']	['Journal Article', 'Review']
3822	32436262	 , ['CoVID-19', 'alcohol concentrations', 'hand dermatitis']	['Journal Article']
3823	32436229	 , ['COVID-19', 'angiotensin-converting enzyme 2', 'male infertility']	['Journal Article']
3824	32436105	 , ['Brain hemorrhage', 'COVID-19', 'Cerebrovascular disease', 'Coronavirus', 'Encephalitis', 'Neurological complications']	['Journal Article']
3825	32436101	 , ['COVID-19', 'Central nervous system', 'NeuroCOVID', 'Neurological symptoms', 'Peripheral nervous system', 'Research']	['Journal Article', 'Review']
3826	32435934	 , ['COVID-19', 'Continuous positive airways pressure', 'Hypoxemic respiratory failure', 'Non-invasive ventilation']	['Journal Article']
3827	32435925	 , ['Coronavirus', 'Pneumonia', 'Thoracic diseases', 'Tomography, spiral computed']	['Journal Article']
3828	32435890	 , ['Brachial plexus', 'COVID-19', 'Coronavirus', 'Craniosynostosis', 'Pediatric neurosurgery', 'SARS-CoV-2 COVID-19']	['Journal Article', 'Review']
3829	32435879	 , ['CKD', 'COVID-19', 'Children', 'Immunosuppression', 'Nephrotic syndrome']	['Journal Article']
3830	32435870	 , ['Coronavirus', 'Hospitalist', 'Nosocomial', 'Pandemic', 'SARS-CoV-2']	['Journal Article', 'Review']
3831	32435867	 , ['Diabetes complications', 'Diabetes therapy', 'SARS-CoV2', 'Telemedicine', 'Viral pneumonia']	['Journal Article', 'Review']
3832	32435829	 , ['COVID-19', 'COVID-19 patient management', 'Coronavirus infection control', 'Health workers', 'Interventional radiologist safety', 'Interventional radiology staff safety', 'Interventional suite infection control', 'Prevention of infection control']	['Journal Article']
3833	32435815	 , ['COVID-19', 'pharmacy learners', 'pharmacy preceptors', 'remote work', 'technology']	['Journal Article']
3834	32435695	 , ['COVID-19', 'Disease dynamics', 'Epidemics', 'Logistic growth model', 'Population-based model', 'Prediction', 'Reconstruction', 'Tipping point', 'USA', 'Under-detection']	['Journal Article']
3835	32435648	 , ['cancer', 'coronavirus disease', 'management', 'patients', 'treatment']	['Journal Article']
3836	32435607	 , ['acute lung injury (ALI)', 'angiotensin II (Ang II)', 'angiotensin-converting enzyme 2 (ACE2)', 'coronavirus disease 2019 (COVID-19)', 'spike protein']	['Journal Article']
3837	32435268	 , ['COVID-19', 'cancer', 'chemotherapy', 'children']	['Editorial']
3838	32434860	 , ['COVID-19', 'Pandemic', 'Physical Distancing', 'Prevention', 'Public Health', 'SARS-CoV-2', 'Trust']	['Journal Article']
3839	32434826	 , ['hydroxychloroquine', 'immune complex diseases', 'inflammation']	['Journal Article']
3840	32434823	 , ['antirheumatic agents', 'autoimmune diseases', 'cytokines']	['Letter']
3841	32434820	 , ['antirheumatic agents', 'autoimmune diseases', 'epidemiology', 'hydroxychloroquine', 'lupus erythematosus, systemic']	['Letter']
3842	32434818	 , ['antirheumatic agents', 'arthritis, rheumatoid', 'cardiovascular diseases']	['Journal Article']
3843	32434798	 , ['aneurysm', 'arteriovenous malformation', 'hemorrhage', 'infection', 'standards']	['Journal Article', 'Review']
3844	32434777	 , ['*AIDS', '*health economics', '*health policy', '*health systems evaluation', '*public health']	['Journal Article']
3845	32434776	 , ['health policies and all other topics', 'health systems', 'infections, diseases, disorders, injuries', 'prevention strategies', 'public health']	['Journal Article']
3846	32434770	 , ['laboratory personnel', 'medical oncology', 'pathology, molecular']	['Journal Article']
3847	32434769	 , ['hospital', 'pathology', 'pathology department', 'surgical', 'virology']	['Letter']
3848	32434767	 , ['infection', 'infectious diseases']	['Letter']
3849	32434728	 , ['COVID-19', 'Stroke', 'Stroke code', 'Systems of care']	['Journal Article']
3850	32434708	 , ['Antibody detection', 'COVID-19', 'Healthcare workers', 'SARS-CoV-2', 'Seroprevalence']	['Journal Article']
3851	32434707	 , ['COVID-19', 'Lassa fever', 'Outbreak', 'Public health']	['Journal Article']
3852	32434621	 , ['COVID-19', 'Children', 'Coronavirus', 'Pandemic', 'Turkey']	['Journal Article']
3853	32434599	 , ['Covid 19', 'General adult psychiatry', 'innovation', 'service development']	['Journal Article']
3854	32434597	 , ['COVID-19', 'Ireland', 'addiction', 'alcohol', 'coronavirus', 'gambling', 'service provision']	['Journal Article']
3855	32434596	 , ['COVID-19', 'Coronavirus', 'Mental Health', 'Pandemic', 'Psychiatry', 'Technology', 'Telemedicine', 'Telepsychiatry']	['Journal Article']
3856	32434413	 , ['COVID-19', 'dermatology', 'dupilumab', 'psoriasis']	['Letter']
3857	32434403	 , ['Covid-19', 'SARS-CoV-2', 'corona virus', 'pandemic', 'pregnancy']	['Journal Article']
3858	32434402	 , ['COVID-19', 'coping', 'coronavirus pandemic', 'mental health', 'mindfulness and well-being', 'misinfodemics', 'psychological problems', 'psychosocial issues', 'resilience', 'social and behavioral epidemiology', 'stigma']	['Journal Article']
3859	32434385	 , ['COVID-19', 'coronavirus', 'torsades', 'ventricular fibrillation']	['Journal Article']
3860	32434339	 , ['COVID-19', 'ELISA', 'IgA', 'IgG', 'SARS-CoV-2', 'antibody', 'positive predictive value', 'rapid test', 'sensitivity', 'specificity']	['Journal Article']
3861	32434338	 , ['COVID-19', 'SARS', 'clinical features', 'future', 'immunomodulation', 'influenza', 'lethality', 'prevention', 'risk factors', 'statistics', 'vaccination']	['Journal Article']
3862	32434337	 , ['COVID-19', 'SARS-CoV-2', 'coronaviruses', 'pneumonia']	['Journal Article']
3863	32434297	 , ['COVID-19', 'coronavirus', 'immigrants', 'infection']	['Letter']
3864	32434289	 , ['COVID-19, Infection control', 'Communication', 'Coronavirus', 'Pandemic', 'Perioperative care', 'Perioperative period', 'Personal Protective Equipment']	['Journal Article']
3865	32434282	 , ['COVID-19', 'azithromycin', 'hydroxychloroquine', 'risk/benefit', 'toxicity']	['Journal Article']
3866	32434277	 , ['COVID-19', 'acral lesions', 'children', 'cutaneous manifestations', 'pediatric', 'thrombosis']	['Letter']
3867	32434207	 , ['Coronavirus disease 2019', 'Italy', 'Outbreak', 'Urological care']	['Journal Article']
3868	32434133	 , ['Autopsy', 'COVID-19', 'Coagulopathy', 'Diffuse alveolar damage', 'Heart', 'Kidney', 'Liver', 'SARS-CoV-2', 'Spleen', 'Viral pneumonia']	['Journal Article']
3869	32434108	 , ['COVID-19', 'Cancer care', 'Pandemic', 'Practical health vigilance recommendations', 'SARS-CoV-2']	['Journal Article']
3870	32434093	 , ['Loneliness', 'Sleep', 'Uncertainty', 'Worry']	['Letter']
3871	32434092	 , ['Anxiety', 'Coronavirus', 'Health anxiety', 'Loneliness, Social support']	['Journal Article']
3872	32434058	 , ['COVID-19', 'MERS-CoV', 'Pathogenesis', 'SARS-CoV', 'SARS-CoV-2', 'Transmission']	['Journal Article']
3873	32433907	 , ['2019 novel coronavirus disease', 'COVID-19', 'Jordan', 'SARS', 'SARS-CoV-2', 'coronavirus', 'coronavirus disease', 'mass gatherings', 'respiratory infections', 'severe acute respiratory syndrome coronavirus 2', 'viruses', 'weddings', 'zoonoses']	['Journal Article']
3874	32433817	 , ['Covid-19', 'Delirium', 'Neuropathology', 'SARS-CoV-2']	['Case Reports']
3875	32433799	 , ['BTC', 'COVID-19', 'HCC', 'SARS-CoV-2', 'clinical trials', 'liver cancer']	['Editorial']
3876	32433796	 , ['COVID-19', 'coronary intervention', 'interventional devices/innovation', 'robot assisted']	['Case Reports']
3877	32433782	 , ['COVID-19', 'pandemic ethics', 'resource allocation', 'utilitarianism']	['Journal Article']
3878	32433778	 , ['BTK inhibitors', 'CLL', 'COVID-19']	['Letter']
3879	32433742	 , ['ORF8 gene', 'SARS-CoV', 'SARS-CoV-2', 'genotyping method']	['Journal Article']
3880	32433640	 , ['Climate change', 'Climate sciences', 'Energy', 'Policy']	['News']
3881	32433635	 , ['Careers', 'Publishing', 'Research data']	['News']
3882	32433634	 , ['Infection', 'Vaccines']	['News']
3883	32433633	 , ['Epidemiology', 'Policy', 'SARS-CoV-2', 'Society']	['News']
3884	32433624	 , ['*Drug discovery', '*SARS-CoV-2', '*Structural biology', '*Virology']	['Editorial', 'Comment']
3885	32433015	 , ['COVID-19', 'Europe', 'PCR', 'SARS-CoV-2', 'commercial nucleotide production', 'contamination', 'coronavirus disease', 'coronaviruses', 'delayed laboratory response', 'molecular diagnostics', 'primers', 'probes', 'respiratory infections', 'severe acute respiratory syndrome coronavirus 2', 'viruses', 'zoonoses']	['Journal Article']
3886	32433010	 , ['Coronavirus', 'Epidemic.', 'Pandemic', 'SARS', 'Vaccine', 'Viruses']	['Journal Article']
3887	32432998	 , ['coronavirus disease', 'public health', 'stroke']	['Journal Article']
3888	32432997	 , ['coronavirus', 'humans', 'infections', 'stroke', 'thrombectomy']	['Journal Article']
3889	32432996	 , ['COVID-19', 'coronavirus', 'diagnosis', 'pandemic', 'troponin']	['Journal Article']
3890	32432995	 , ['COVID-19', 'pandemic', 'simulation training', 'stroke', 'uncertainty']	['Journal Article']
3891	32432994	 , ['COVID-19', 'coronavirus', 'groin', 'hospitalization', 'thrombectomy']	['Journal Article']
